Date,Open,High,Low,Close,Adj Close,Volume
2019-07-19,414.549988,416.649994,401.750000,405.500000,392.689270,1894624
2019-07-22,403.799988,409.500000,396.500000,407.200012,394.335602,1941825
2019-07-23,409.000000,409.000000,398.000000,399.750000,387.120941,2835920
2019-07-24,400.000000,400.549988,378.000000,380.799988,368.769623,4748109
2019-07-25,380.799988,385.549988,377.000000,380.350006,368.333832,2998970
2019-07-26,380.649994,384.399994,377.200012,381.649994,369.787201,2701597
2019-07-29,381.549988,382.799988,372.000000,373.850006,362.229675,1888927
2019-07-30,376.600006,379.899994,371.100006,373.450012,361.842102,2312161
2019-07-31,373.000000,381.799988,368.649994,377.549988,365.814636,2429787
2019-08-01,376.000000,377.850006,366.299988,371.100006,359.565155,1720133
2019-08-02,368.500000,379.750000,363.649994,375.450012,363.779938,3029294
2019-08-05,372.000000,372.000000,359.149994,367.850006,356.416138,2432675
2019-08-06,365.600006,378.600006,365.250000,376.950012,365.233307,3719169
2019-08-07,379.549988,379.549988,365.649994,372.250000,360.679413,3419644
2019-08-08,378.000000,379.500000,367.450012,373.950012,362.326569,3397923
2019-08-09,377.700012,380.500000,374.250000,376.600006,364.894196,2223023
2019-08-13,376.399994,379.549988,359.100006,360.549988,349.343018,2576776
2019-08-14,361.549988,363.000000,356.600006,358.850006,347.695892,4506969
2019-08-16,356.049988,358.549988,350.000000,357.350006,346.242523,4433448
2019-08-19,357.600006,363.399994,356.500000,357.399994,346.290955,2152462
2019-08-20,357.399994,359.750000,352.000000,354.950012,343.917145,1767899
2019-08-21,355.000000,355.000000,348.399994,350.700012,339.799225,1459740
2019-08-22,348.799988,348.799988,340.799988,345.049988,334.324829,2171160
2019-08-23,346.399994,354.149994,339.649994,349.350006,338.491211,2246560
2019-08-26,366.000000,375.000000,349.350006,368.200012,356.755280,4974219
2019-08-27,370.299988,374.250000,367.299988,372.049988,360.485596,3040184
2019-08-28,373.100006,374.250000,364.049988,365.950012,354.575226,2186454
2019-08-29,367.000000,370.299988,361.299988,366.200012,354.817444,1725632
2019-08-30,368.450012,368.850006,359.399994,365.700012,354.332977,2313806
2019-09-03,362.700012,367.149994,359.549988,361.299988,350.069733,1638833
2019-09-04,361.299988,365.750000,356.649994,364.350006,353.024963,1846644
2019-09-05,365.700012,367.750000,361.250000,366.549988,355.156555,1642165
2019-09-06,368.000000,368.700012,363.799988,365.750000,354.381409,2366109
2019-09-09,365.799988,371.799988,363.649994,369.549988,358.063293,2954338
2019-09-11,371.200012,374.950012,366.500000,373.350006,361.745209,3341392
2019-09-12,375.000000,376.200012,370.500000,372.450012,360.873199,2625251
2019-09-13,376.500000,377.000000,370.399994,374.200012,362.568787,2925109
2019-09-16,373.000000,373.799988,368.100006,370.600006,359.080719,2561643
2019-09-17,370.600006,373.250000,362.799988,365.299988,353.945404,2609989
2019-09-18,365.000000,368.299988,364.200012,366.350006,354.962769,1469778
2019-09-19,366.299988,366.500000,357.850006,361.899994,350.651093,1317155
2019-09-20,362.450012,384.799988,361.000000,380.700012,368.866760,6134710
2019-09-23,394.000000,417.500000,386.100006,410.950012,398.176514,6695717
2019-09-24,409.950012,417.500000,403.950012,413.850006,400.986359,3112368
2019-09-25,409.299988,417.950012,409.100006,414.799988,401.906799,2997555
2019-09-26,412.200012,420.600006,412.000000,419.149994,406.121582,8639414
2019-09-27,418.000000,420.500000,406.100006,408.600006,395.899567,3789544
2019-09-30,403.000000,415.549988,401.450012,413.950012,401.083221,3152658
2019-10-01,415.200012,417.899994,401.600006,404.049988,391.490906,2532760
2019-10-03,403.500000,406.200012,398.600006,403.899994,391.345581,2619077
2019-10-04,405.500000,407.250000,392.950012,394.600006,382.334686,1610595
2019-10-07,396.000000,400.750000,390.649994,395.250000,382.964478,1399825
2019-10-09,396.350006,402.850006,391.549988,400.450012,388.002838,3905912
2019-10-10,397.799988,401.600006,395.600006,399.899994,387.469971,3034826
2019-10-11,401.250000,410.250000,395.899994,409.049988,396.335541,2283201
2019-10-14,410.899994,413.000000,404.799988,407.450012,394.785248,3313476
2019-10-15,408.850006,414.500000,407.450012,413.750000,400.889465,2434978
2019-10-16,413.000000,413.750000,403.600006,410.000000,397.256012,2008661
2019-10-17,409.100006,411.200012,404.600006,409.149994,396.432404,2478950
2019-10-18,410.000000,423.799988,408.000000,421.700012,408.592316,4047650
2019-10-22,421.500000,428.850006,417.100006,420.750000,407.671844,2380735
2019-10-23,418.000000,419.000000,395.000000,396.100006,383.788055,6752056
2019-10-24,399.000000,401.450012,393.350006,399.149994,386.743256,6433637
2019-10-25,402.950012,402.950012,396.850006,398.950012,386.549469,3272059
2019-10-27,402.250000,402.250000,398.549988,399.799988,387.373047,110114
2019-10-29,401.000000,401.000000,398.149994,398.950012,386.549469,2269051
2019-10-30,399.200012,405.000000,395.500000,398.100006,385.725861,5590453
2019-10-31,399.250000,400.000000,393.649994,395.799988,383.497375,2529130
2019-11-01,396.000000,397.250000,387.850006,389.750000,377.635468,3665336
2019-11-04,390.000000,394.950012,389.750000,391.000000,378.846588,3146855
2019-11-05,391.700012,392.899994,386.500000,390.000000,377.877686,1395899
2019-11-06,390.000000,394.399994,388.500000,391.000000,378.846588,2277683
2019-11-07,390.500000,392.000000,388.049988,390.450012,378.313690,1615593
2019-11-08,391.200012,391.200012,385.500000,386.149994,374.147308,1206504
2019-11-11,386.149994,389.149994,382.500000,387.899994,375.842896,2300763
2019-11-13,391.000000,391.799988,369.399994,370.799988,359.274445,5392849
2019-11-14,371.899994,374.100006,365.850006,369.100006,357.627289,2662084
2019-11-15,369.100006,370.899994,365.500000,366.299988,354.914307,2362065
2019-11-18,366.299988,367.450012,364.100006,365.649994,354.284546,1835202
2019-11-19,367.500000,368.149994,361.549988,364.049988,352.734253,2758083
2019-11-20,364.500000,377.100006,364.000000,366.700012,355.301910,6385953
2019-11-21,368.000000,376.250000,368.000000,372.100006,360.534088,6556285
2019-11-22,372.250000,375.549988,370.450012,371.450012,359.904266,3679373
2019-11-25,372.000000,379.200012,371.500000,374.700012,363.053253,3050808
2019-11-26,377.049988,378.000000,368.450012,370.399994,358.886902,4348236
2019-11-27,372.000000,374.350006,367.250000,372.950012,361.357666,1417796
2019-11-28,376.000000,377.700012,370.500000,372.600006,361.018524,1649478
2019-11-29,372.000000,384.950012,370.799988,382.049988,370.174744,30111277
2019-12-02,381.100006,383.350006,375.850006,377.750000,366.008423,3783084
2019-12-03,380.000000,380.000000,359.549988,361.950012,350.699554,4189825
2019-12-04,361.500000,370.350006,357.350006,367.850006,356.416138,4369308
2019-12-05,368.000000,373.600006,365.149994,368.399994,356.949036,3179935
2019-12-06,370.649994,371.299988,363.399994,366.149994,354.768982,2376977
2019-12-09,368.250000,377.500000,364.950012,373.600006,361.987427,4988293
2019-12-10,373.899994,375.850006,366.049988,366.899994,355.495697,2108098
2019-12-11,368.950012,370.850006,365.000000,369.700012,358.208649,1710192
2019-12-12,371.450012,376.500000,370.899994,372.500000,360.921600,2012086
2019-12-13,372.549988,380.899994,372.549988,376.950012,365.233307,2699035
2019-12-16,377.250000,380.450012,366.950012,368.350006,356.900604,3579883
2019-12-17,369.200012,373.000000,367.549988,371.250000,359.710480,4226416
2019-12-18,372.100006,375.799988,369.100006,374.500000,362.859497,3960881
2019-12-19,374.000000,374.250000,367.600006,369.649994,358.160187,2769484
2019-12-20,370.200012,378.000000,370.200012,372.299988,360.727844,10808900
2019-12-23,372.049988,374.200012,364.250000,366.899994,355.495697,4275342
2019-12-24,368.000000,372.000000,366.000000,368.600006,357.142853,2948878
2019-12-26,368.799988,370.600006,362.100006,363.649994,352.346680,2503435
2019-12-27,366.750000,367.899994,362.799988,363.700012,352.395142,2146972
2019-12-30,371.000000,371.000000,363.750000,365.950012,354.575226,4732203
2019-12-31,366.000000,368.649994,364.899994,366.000000,354.623627,2043206
2020-01-01,368.000000,379.250000,366.000000,377.649994,365.911530,11377167
2020-01-02,377.950012,384.700012,376.500000,383.149994,371.240601,5919760
2020-01-03,382.700012,384.350006,379.200012,382.500000,370.610779,3684824
2020-01-06,388.000000,388.000000,374.750000,380.200012,368.382294,12482680
2020-01-07,384.049988,389.750000,382.399994,384.799988,372.839294,8091465
2020-01-08,379.000000,387.600006,378.250000,385.649994,373.662872,4620991
2020-01-09,389.149994,394.000000,386.049988,391.799988,379.621704,4186783
2020-01-10,391.799988,394.299988,390.000000,392.049988,379.863922,2405154
2020-01-13,391.899994,393.899994,389.299988,390.350006,378.216797,1516112
2020-01-14,391.000000,392.600006,386.000000,389.200012,377.102570,1963128
2020-01-15,389.299988,391.399994,386.000000,390.799988,378.652802,1536571
2020-01-16,392.000000,394.600006,389.799988,390.950012,378.798187,1340762
2020-01-17,390.899994,392.399994,386.000000,387.600006,375.552246,1644832
2020-01-20,387.649994,389.200012,378.799988,380.049988,368.236938,1760945
2020-01-21,378.799988,382.000000,375.299988,379.950012,368.140045,2005178
2020-01-22,379.950012,385.000000,379.000000,383.600006,371.676605,1817459
2020-01-23,384.450012,386.750000,380.750000,385.850006,373.856659,1202104
2020-01-24,383.000000,387.399994,380.299988,384.750000,372.790833,1572385
2020-01-27,383.700012,386.250000,379.799988,381.250000,369.399658,1076027
2020-01-28,380.700012,381.500000,370.200012,372.950012,361.357666,2220618
2020-01-29,377.500000,387.750000,373.750000,383.350006,371.434387,3588224
2020-01-30,381.000000,383.700012,376.850006,378.000000,366.250671,1526892
2020-01-31,380.049988,381.549988,368.250000,369.399994,357.917938,2912256
2020-02-03,364.000000,370.000000,355.500000,367.350006,355.931702,2857926
2020-02-04,370.100006,376.000000,366.350006,372.500000,360.921600,3061868
2020-02-05,372.000000,372.500000,361.100006,366.600006,355.204987,3441871
2020-02-06,370.000000,373.200012,367.649994,370.200012,358.693115,4172547
2020-02-07,370.200012,373.700012,367.200012,369.549988,358.063293,2197903
2020-02-10,370.049988,373.450012,366.149994,368.250000,356.803711,1537598
2020-02-11,370.500000,378.399994,369.049988,374.200012,362.568787,2836917
2020-02-12,376.950012,378.899994,371.600006,374.100006,362.471893,1873710
2020-02-13,374.000000,374.700012,367.000000,369.100006,357.627289,1602247
2020-02-14,370.299988,372.000000,366.000000,366.850006,355.447235,1012713
2020-02-17,366.850006,366.850006,359.399994,362.799988,351.523102,1979626
2020-02-18,362.500000,368.450012,358.350006,366.600006,355.204987,1693616
2020-02-19,371.000000,374.450012,367.350006,371.299988,359.758911,2057811
2020-02-20,371.000000,374.500000,370.000000,370.850006,359.322906,1799254
2020-02-24,367.649994,371.399994,361.500000,362.250000,350.990204,2070656
2020-02-25,362.299988,364.700012,355.600006,358.399994,347.259888,2530137
2020-02-26,356.899994,362.500000,352.899994,358.399994,347.259888,4164401
2020-02-27,358.700012,360.750000,351.500000,353.700012,342.706024,1977795
2020-02-28,347.000000,348.649994,339.200012,342.200012,331.563446,4299292
2020-03-02,346.100006,351.049988,338.299988,340.649994,330.061615,2510491
2020-03-03,344.000000,349.049988,342.000000,347.299988,336.504883,3671071
2020-03-04,347.799988,349.799988,339.899994,345.950012,335.196899,3490806
2020-03-05,347.299988,351.899994,346.500000,349.149994,338.297394,2709900
2020-03-06,339.799988,343.200012,331.250000,341.399994,330.788269,3966036
2020-03-09,334.700012,334.700012,316.850006,321.899994,311.894409,3230309
2020-03-11,322.799988,326.350006,316.200012,320.200012,310.247253,5634335
2020-03-12,288.200012,301.899994,284.000000,287.649994,278.708984,9895066
2020-03-13,260.000000,300.700012,232.000000,292.750000,283.650452,21079070
2020-03-16,273.000000,276.850006,252.000000,261.399994,256.074005,7727458
2020-03-17,265.000000,283.350006,265.000000,267.149994,261.706879,9691217
2020-03-18,270.000000,273.000000,256.000000,260.399994,255.094421,5581367
2020-03-19,248.000000,264.149994,241.000000,258.350006,253.086166,8727962
2020-03-20,257.600006,264.500000,247.199997,256.399994,251.175903,7028900
2020-03-23,235.000000,235.800003,203.000000,207.800003,203.566132,5716748
2020-03-24,216.000000,238.750000,212.600006,231.750000,227.028152,9694177
2020-03-25,222.300003,266.500000,222.300003,255.600006,250.392212,11745146
2020-03-26,257.649994,260.100006,241.500000,248.199997,243.142990,8701776
2020-03-27,259.000000,259.600006,244.000000,251.300003,246.179825,4871435
2020-03-30,248.000000,254.850006,237.000000,251.649994,246.522675,8946439
2020-03-31,255.000000,259.600006,247.050003,251.300003,246.179825,6401278
2020-04-01,246.050003,247.800003,235.050003,244.800003,239.812271,4034211
2020-04-03,246.000000,252.800003,238.899994,244.800003,239.812271,7210403
2020-04-07,254.199997,255.850006,245.600006,248.100006,243.045013,7360798
2020-04-08,248.000000,255.850006,242.750000,250.850006,245.738998,6897792
2020-04-09,254.000000,254.600006,247.449997,251.899994,246.767578,5290625
2020-04-13,252.000000,265.500000,247.500000,262.850006,257.494507,6979344
2020-04-15,265.000000,279.399994,265.000000,268.899994,263.421234,7606664
2020-04-16,267.000000,271.299988,260.299988,267.600006,262.147705,3267284
2020-04-17,275.000000,275.899994,263.600006,268.149994,262.686493,3470146
2020-04-20,273.500000,273.500000,266.549988,270.500000,264.988647,2234365
2020-04-21,266.049988,269.600006,260.899994,265.200012,259.796600,2562044
2020-04-22,260.000000,273.850006,258.500000,271.899994,266.360077,3229099
2020-04-23,273.500000,279.700012,268.500000,277.600006,271.943970,3594086
2020-04-24,273.950012,276.950012,269.549988,270.649994,265.135559,2515755
2020-04-27,273.299988,277.100006,269.500000,271.149994,265.625366,1845577
2020-04-28,271.149994,274.700012,270.000000,272.950012,267.388733,1808291
2020-04-29,274.000000,293.200012,272.700012,287.649994,281.789185,4058322
2020-04-30,295.049988,296.000000,285.100006,290.100006,284.189270,4675412
2020-05-04,275.000000,280.000000,262.000000,266.350006,260.923218,6359013
2020-05-05,271.700012,271.700012,261.100006,263.100006,257.739380,4866839
2020-05-06,261.100006,273.500000,261.100006,270.149994,264.645752,10547916
2020-05-07,271.200012,284.500000,268.450012,282.399994,276.646149,6505707
2020-05-08,285.100006,286.850006,280.549988,285.049988,279.242157,2594066
2020-05-11,285.200012,293.250000,285.200012,289.700012,283.797424,3204070
2020-05-12,289.000000,292.799988,285.250000,291.500000,285.560730,4602740
2020-05-13,297.000000,311.899994,262.350006,309.350006,303.047058,9559902
2020-05-14,301.100006,311.450012,301.100006,308.399994,302.116425,5684066
2020-05-15,309.000000,312.000000,305.350006,309.250000,302.949097,3712050
2020-05-18,306.000000,307.350006,291.350006,293.299988,287.324097,3625908
2020-05-19,299.799988,320.899994,297.350006,319.200012,312.696381,10540236
2020-05-20,318.000000,324.799988,311.549988,323.750000,317.153687,6985180
2020-05-21,319.399994,322.149994,315.399994,317.149994,310.688141,4602568
2020-05-22,315.000000,315.000000,306.549988,310.600006,304.271576,3428549
2020-05-26,312.399994,320.549988,309.600006,315.600006,309.169708,4031218
2020-05-27,313.000000,328.500000,313.000000,326.649994,319.994568,6352246
2020-05-28,329.500000,334.149994,327.450012,331.799988,325.039642,5654879
2020-05-29,330.000000,330.000000,322.049988,323.799988,317.202637,12299517
2020-06-01,326.000000,336.350006,326.000000,329.350006,322.639587,2865749
2020-06-02,330.200012,341.649994,325.799988,339.950012,333.023621,4668305
2020-06-03,344.000000,344.950012,336.850006,339.549988,332.631744,5177337
2020-06-04,341.000000,342.899994,337.600006,339.200012,332.288879,4625229
2020-06-05,340.100006,347.149994,337.200012,341.149994,334.199127,2348630
2020-06-08,343.100006,347.649994,340.950012,343.299988,336.305359,2771175
2020-06-09,344.500000,351.350006,341.299988,346.049988,338.999298,3387618
2020-06-10,346.049988,349.750000,340.399994,346.549988,339.489136,2324983
2020-06-11,348.000000,348.000000,336.799988,338.649994,331.750092,4260956
2020-06-12,330.649994,347.799988,327.700012,345.299988,338.264587,3022904
2020-06-15,346.500000,346.850006,336.850006,339.750000,332.827637,2474091
2020-06-16,347.000000,347.000000,335.899994,340.799988,333.856293,2686016
2020-06-17,341.000000,346.450012,337.549988,341.299988,334.346069,2457982
2020-06-18,340.350006,345.500000,335.149994,343.799988,336.795105,2502231
2020-06-19,344.399994,354.899994,341.500000,348.899994,341.791229,6917609
2020-06-22,350.000000,353.899994,346.700012,349.600006,342.476990,2515837
2020-06-23,350.000000,357.200012,346.750000,355.649994,348.403687,2715717
2020-06-24,355.350006,360.000000,349.600006,351.850006,344.681152,2841354
2020-06-25,349.799988,351.500000,342.200012,344.000000,336.991058,5056963
2020-06-26,348.000000,349.000000,339.600006,343.200012,336.207397,3979419
2020-06-29,341.350006,344.049988,339.100006,342.649994,335.668579,3263757
2020-06-30,344.000000,349.799988,342.399994,343.899994,336.893097,2828818
2020-07-01,345.899994,347.049988,341.299988,343.799988,336.795105,1202080
2020-07-02,346.000000,349.600006,344.899994,346.799988,339.734009,1204040
2020-07-03,350.200012,366.799988,348.649994,360.399994,353.056915,9300920
2020-07-06,365.100006,366.000000,356.100006,359.450012,352.126312,3360559
2020-07-07,361.000000,361.000000,344.250000,345.950012,338.901367,4348413
2020-07-08,349.000000,349.649994,339.299988,340.600006,333.660339,3988463
2020-07-09,341.000000,346.500000,340.000000,343.149994,336.158386,3635224
2020-07-10,341.000000,342.700012,332.250000,334.950012,328.125458,3368457
2020-07-13,336.250000,339.649994,331.500000,332.200012,325.431519,2187702
2020-07-14,332.700012,333.500000,319.700012,320.399994,313.871918,3146768
2020-07-15,320.549988,324.500000,312.899994,315.149994,308.728882,3905249
2020-07-16,317.000000,317.450012,309.600006,311.200012,304.859375,3122788
2020-07-17,312.000000,318.899994,310.600006,313.000000,306.622711,3264266
2020-07-20,316.000000,318.700012,310.350006,317.299988,310.835052,4328735
2020-07-21,320.899994,325.350006,313.600006,314.700012,308.288086,4264584
2020-07-22,316.200012,318.649994,309.100006,312.000000,305.643066,3068805
2020-07-23,313.399994,315.950012,311.600006,313.899994,307.504364,2831414
2020-07-24,313.899994,313.950012,305.350006,309.399994,303.096039,2457668
2020-07-27,309.000000,310.700012,298.000000,309.049988,302.753143,5465737
2020-07-28,309.899994,320.000000,308.049988,318.600006,312.108582,4973488
2020-07-29,317.049988,323.000000,312.049988,315.149994,308.728882,4000041
2020-07-30,317.850006,321.750000,310.100006,312.500000,306.132874,2498353
2020-07-31,315.000000,318.149994,312.750000,315.200012,308.777863,1944926
2020-08-03,311.000000,319.549988,308.649994,311.350006,305.006348,2408531
2020-08-04,313.000000,317.750000,311.350006,314.950012,308.532959,3182644
2020-08-05,316.399994,328.799988,313.399994,327.100006,320.435425,8387003
2020-08-06,330.100006,330.899994,321.399994,323.799988,317.202637,3281920
2020-08-07,323.899994,328.350006,321.549988,326.649994,319.994568,2634656
2020-08-10,329.000000,333.950012,325.700012,331.299988,324.549805,3187734
2020-08-11,333.500000,336.750000,330.700012,335.000000,328.174438,3504782
2020-08-12,336.000000,347.750000,331.750000,341.200012,334.248138,10674205
2020-08-13,343.549988,348.950012,341.750000,347.649994,340.566711,2707033
2020-08-14,353.750000,353.750000,343.649994,348.100006,341.007538,3376980
2020-08-17,350.850006,358.000000,346.799988,357.450012,350.167023,4507708
2020-08-18,356.899994,359.500000,354.500000,357.450012,350.167023,2151389
2020-08-19,360.000000,366.200012,355.500000,356.649994,349.383331,3269069
2020-08-20,354.950012,357.100006,347.950012,353.600006,346.395477,3533915
2020-08-21,357.899994,359.350006,353.000000,354.350006,347.130188,1341709
2020-08-24,358.399994,363.299988,347.600006,349.000000,341.889191,3488987
2020-08-25,351.899994,352.000000,341.000000,346.100006,339.048309,3532971
2020-08-26,346.350006,366.899994,346.350006,354.250000,347.032257,11568355
2020-08-27,356.000000,357.450012,349.549988,350.549988,343.407593,2996658
